Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
ACAROSPORACEAE,"Acarospora sp.","A. Massal.",,51910
ACAROSPORACEAE,"Caeruleum sp.",Arcadia,,127671
ACAROSPORACEAE,"Eiglera sp.",Hafellner,,51968
ACAROSPORACEAE,"Glypholecia sp.",Nyl.,,51911
ACAROSPORACEAE,"Lithoglypha sp.",Brusse,,258713
ACAROSPORACEAE,"Myriospora sp.","Nägeli ex Uloth",,124752
ACAROSPORACEAE,"Pleopsidium sp.",Körb.,,51912
ACAROSPORACEAE,"Polysporina sp.",Vězda,,51913
ACAROSPORACEAE,"Sarcogyne sp.",Flot.,,51914
ACAROSPORACEAE,"Thelocarpella sp.","Nav.-Ros. & Cl. Roux",,262282
ACAROSPORACEAE,"Timdalia sp.",Hafellner,,128262
ACAROSPORACEAE,"Trimmatothelopsis sp.",Zschacke,,126306
ANDREIOMYCETACEAE,"Andreiomyces sp.","B.P. Hodk. & Lendemer",,256930
ANTENNULARIELLACEAE,"Antennulariella sp.",Woron.,,262226
APHANOPSIDACEAE,"Aphanopsis sp.","Nyl. ex Sydow",,235152
APHANOPSIDACEAE,"Steinia sp.",Körb.,,52006
ARCTOMIACEAE,"Arctomia sp.","Th. Fr.",,51925
ARCTOMIACEAE,"Gregorella sp.",Lumbsch,,148324
ARCTOMIACEAE,"Wawea sp.","Henssen & Kantvilas",,257986
ARTHONIACEAE,"Amazonomyces sp.","Bat. & Cavalc.",,129759
ARTHONIACEAE,"Arthonia sp.",Ach.,,51828
ARTHONIACEAE,"Arthothelium sp.","A. Massal.",,51831
ARTHONIACEAE,"Coniangium sp.",Fr.,,143536
ARTHONIACEAE,"Coniarthonia sp.",Grube,,124696
ARTHONIACEAE,"Coniocarpon sp.",DC.,,143542
ARTHONIACEAE,"Crypthonia sp.","Frisch & G. Thor",,257430
ARTHONIACEAE,"Cryptophaea sp.","Van den Broeck & Ertz",,262107
ARTHONIACEAE,"Cryptothecia sp.",Stirt.,,51829
ARTHONIACEAE,"Eremothecella sp.","Syd. & P. Syd.",,145880
ARTHONIACEAE,"Glomerulophoron sp.","Frisch, Ertz & G. Thor",,262110
ARTHONIACEAE,"Herpothallon sp.",Tobler,,65077
ARTHONIACEAE,"Inoderma sp.","(Ach.) Gray",,235521
ARTHONIACEAE,"Leprantha sp.","Dufour ex Körb.",,159257
ARTHONIACEAE,"Myriostigma sp.",Kremp.,,163005
ARTHONIACEAE,"Pachnolepia sp.",A.Massal.,,166246
ARTHONIACEAE,"Reichlingia sp.","Diederich & Scheid.",,262112
ARTHONIACEAE,"Sporodophoron sp.","Frisch, Y. Ohmura, Ertz & G. Thor",,257419
ARTHONIACEAE,"Stirtonia sp.","A.L. Sm.",,51830
ARTHONIACEAE,"Tylophoron sp.","Nyl. ex Stizenb.",,104389
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Angiactis sp.","Aptroot & Sparrius",,258035
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Bactrospora sp.","A. Massal.",,52171
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Bryostigma sp.","Poelt & Döbbeler",,124682
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Catarraphia sp.","A. Massal.",,139357
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Felipes sp.","Frisch & G. Thor",,261502
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Glyphopsis sp.",Aptroot,,262173
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Gossypiothallon sp.",Aptroot,,262174
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Helminthocarpon sp.",Fée,,51888
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Hormosphaeria sp.",Lév.,,235494
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Minksia sp.","Müll. Arg.",,162573
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Phoebus sp.","R.C. Harris & Ladd",,124771
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Sporostigma sp.",Grube,,124795
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Synarthonia sp.","Müll. Arg.",,186022
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Synarthothelium sp.",Sparrius,,262175
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Tarbertia sp.",Dennis,,262176
ARTHONIALES_FAMILY_INCERTAE_SEDIS,"Tylophorella sp.",Vain.,,188581
ARTHRORHAPHIDACEAE,"Arthrorhaphis sp.","Th. Fr.",,52200
ATHELIACEAE,"Athelia sp.",Pers.,,52275
ATHELIACEAE,"Athelopsis sp.","Oberw. ex Parmasto",,132937
BAEOMYCETACEAE,"Ainoa sp.","Lumbsch & I. Schmitt",,129371
BAEOMYCETACEAE,"Anamylopsora sp.",Timdal,,124670
BAEOMYCETACEAE,"Baeomyces sp.",Pers.,,52141
BAEOMYCETACEAE,"Parainoa sp.","Resl & T. Sprib.",,262448
BAEOMYCETACEAE,"Phyllobaeis sp.","Kalb & Gierl",,173064
BIATORELLACEAE,"Biatorella sp.","De Not.",,51941
BRIGANTIAEACEAE,"Brigantiaea sp.",Trevis.,,51943
CALICIACEAE,"Acolium sp.","(Ach.) Grev.",,129226
CALICIACEAE,"Acroscyphus sp.",Lév.,,51833
CALICIACEAE,"Allocalicium sp.","M. Prieto & Wedin",,257803
CALICIACEAE,"Amandinea sp.","M. Choisy ex Scheid. & H. Mayrhofer",,52082
CALICIACEAE,"Australiaena sp.","Matzer, H. Mayrhofer & Elix",,257940
CALICIACEAE,"Baculifera sp.","Marbach & Kalb",,124676
CALICIACEAE,"Buellia sp.","De Not.",,52084
CALICIACEAE,"Calicium sp.",Pers.,,51834
CALICIACEAE,"Chrismofulvea sp.",Marbach,,124690
CALICIACEAE,"Ciposia sp.",Marbach,,124691
CALICIACEAE,"Cratiria sp.",Marbach,,124697
CALICIACEAE,"Cyphelium sp.",Ach.,,51835
CALICIACEAE,"Dermatiscum sp.",Nyl.,,64172
CALICIACEAE,"Dermiscellum sp.","Hafellner, H. Mayrhofer & Poelt",,52086
CALICIACEAE,"Dimelaena sp.",Norman,,52087
CALICIACEAE,"Diploicia sp.","A. Massal.",,52088
CALICIACEAE,"Diplotomma sp.",Flot.,,52089
CALICIACEAE,"Dirinaria sp.","(Tuck.) Clem.",,52090
CALICIACEAE,"Endohyalina sp.",Marbach,,124705
CALICIACEAE,"Fluctua sp.",Marbach,,146332
CALICIACEAE,"Gassicurtia sp.",Fée,,124714
CALICIACEAE,"Hypoflavia sp.",Marbach,,149722
CALICIACEAE,"Monerolechia sp.",Trevis.,,162608
CALICIACEAE,"Orcularia sp.","(Malme) Kalb & Giralt",,128574
CALICIACEAE,"Pseudothelomma sp.","M. Prieto & Wedin",,257805
CALICIACEAE,"Pyxine sp.",Fr.,,52100
CALICIACEAE,"Redonia sp.","C.W. Dodge",,262295
CALICIACEAE,"Santessonia sp.","Hale & Vobis",,257929
CALICIACEAE,"Sculptolumina sp.",Marbach,,180846
CALICIACEAE,"Sphinctrinopsis sp.",Woron.,,262297
CALICIACEAE,"Stigmatochroma sp.",Marbach,,185710
CALICIACEAE,"Tetramelas sp.",Norman,,124802
CALICIACEAE,"Texosporium sp.","Nadv. ex Tibell & Hofsten",,51836
CALICIACEAE,"Thelomma sp.","A. Massal.",,51837
CALICIACEAE,"Tholurna sp.",Norman,,51838
CALICIACEAE,"Tylophoropsis sp.",Sambo,,188608
CANDELARIACEAE,"Candelaria sp.","A. Massal.",,51944
CANDELARIACEAE,"Candelariella sp.","Müll. Arg.",,51945
CANDELARIACEAE,"Candelina sp.",Poelt,,51946
CANDELARIACEAE,"Placomaronea sp.",Räsänen,,124773
CAPNODIALES_FAMILY_INCERTAE_SEDIS,"Racoleus sp.","R. Sant. & D. Hawksw.",,262085
CARBONICOLACEAE,"Carbonicola sp.","Bendiksby & Timdal",,256943
CATILLARIACEAE,"Austrolecia sp.",Hertel,,126273
CATILLARIACEAE,"Catillaria sp.","A. Massal.",,51948
CATILLARIACEAE,"Placolecis sp.",Trevis.,,174133
CATILLARIACEAE,"Solenopsora sp.","A. Massal.",,51952
CATILLARIACEAE,"Xanthopsorella sp.","Kalb & Hafellner",,51951
CELOTHELIACEAE,"Celothelium sp.","A. Massal.",,77332
CHRYSOTRICHACEAE,"Chrysothrix sp.",Mont.,,51832
CHRYSOTRICHACEAE,"Melarthonis sp.","Frisch & G. Thor",,262117
CLADONIACEAE,"Calathaspis sp.","I.M. Lamb & W.A. Weber",,262336
CLADONIACEAE,"Carassea sp.","S. Stenroos",,139248
CLADONIACEAE,"Cetradonia sp.","J.C. Wei & Ahti",,124686
CLADONIACEAE,"Cladia sp.",Nyl.,,126277
CLADONIACEAE,"Cladonia sp.","Hill ex P. Browne",,51954
CLADONIACEAE,"Gymnoderma sp.",Nyl.,,51955
CLADONIACEAE,"Heteromyces sp.","Müll. Arg.",,149585
CLADONIACEAE,"Metus sp.","D.J. Galloway & P. James",,162122
CLADONIACEAE,"Notocladonia sp.","S. Hammer",,164604
CLADONIACEAE,"Pilophorus sp.","Th. Fr.",,52131
CLADONIACEAE,"Pycnothelia sp.",Duf.,,51956
CLADONIACEAE,"Sphaerophoropsis sp.",Vain.,,183670
CLADONIACEAE,"Squamella sp.","S. Hammer",,262357
CLADONIACEAE,"Thysanothecium sp.","Mont. & Berk.",,187472
CLAVULINACEAE,"Multiclavula sp.","R.H. Petersen",,52274
COCCOCARPIACEAE,"Coccocarpia sp.",Pers.,,51957
COCCOCARPIACEAE,"Peltularia sp.","R. Sant.",,126295
COCCOCARPIACEAE,"Spilonema sp.",Bornet,,51958
COCCOTREMATACEAE,"Coccotrema sp.","Müll. Arg.",,52216
COCCOTREMATACEAE,"Gyalectaria sp.","Lumbsch, Kalb & Schmitt",,128548
COCCOTREMATACEAE,"Parasiphula sp.","Kantvilas & Grube",,166580
COENOGONIACEAE,"Coenogonium sp.","Ehrenb. ex Nees",,51902
COLLEMATACEAE,"Blennothallia sp.",Trevis.,,135646
COLLEMATACEAE,"Callome sp.","Otálora & Wedin",,256940
COLLEMATACEAE,"Collema sp.","F.H. Wigg",,51959
COLLEMATACEAE,"Enchylium sp.","(Ach.) Gray",,145373
COLLEMATACEAE,"Lathagrium sp.","(Ach.) Gray",,150444
COLLEMATACEAE,"Leptogium sp.","(Ach.) Gray",,51961
COLLEMATACEAE,"Paracollema sp.","Otálora & Wedin",,258083
COLLEMATACEAE,"Pseudoleptogium sp.","Müll. Arg.",,176130
COLLEMATACEAE,"Rostania sp.",Trevis.,,180180
COLLEMATACEAE,"Scytinium sp.","(Ach.) Gray",,256959
CONIOCYBACEAE,"Chaenotheca sp.","(Th. Fr.) Th. Fr.",,51839
CONIOCYBACEAE,"Sclerophora sp.",Chevall.,,51842
CORTICIACEAE,"Marchandiomphalina sp.","Diederich, Manfr. Binder & Lawrey",,260632
CYSTOCOLEACEAE,"Cystocoleus sp.","A. Massal.",,80590
DACAMPIACEAE,"Dacampia sp.","A. Massal.",,51859
DACAMPIACEAE,"Eopyrenula sp.","R.C. Harris",,51872
DACTYLOSPORACEAE,"Sclerococcum sp.",Fr.,,124789
DOTHIDEOMYCETES_FAMILY_INCERTAE_SEDIS,"Asteroporum sp.","Müll. Arg.",,132832
ELIXIACEAE,"Elixia sp.",Lumbsch,,128187
ELIXIACEAE,"Meridianelia sp.","Kantvilas & Lumbsch",,258538
EREMITHALLACEAE,"Eremithallus sp.","Lücking, Lumbsch & L. Umaña",,262224
FUSCIDEACEAE,"Fuscidea sp.","V. Wirth & Vězda",,52240
FUSCIDEACEAE,"Maronea sp.","A. Massal.",,52242
FUSCIDEACEAE,"Orphniospora sp.",Körb.,,52243
GLOEOHEPPIACEAE,"Gloeoheppia sp.",Gyeln.,,51805
GLOEOHEPPIACEAE,"Gudelia sp.",Henssen,,262092
GLOEOHEPPIACEAE,"Pseudopeltula sp.",Henssen,,52168
GOMPHILLACEAE,"Actinoplaca sp.","Müll. Arg.",,129280
GOMPHILLACEAE,"Aderkomyces sp.",Bat.,,129293
GOMPHILLACEAE,"Aplanocalenia sp.","Lücking, Sérus. & Vězda",,130613
GOMPHILLACEAE,"Arthotheliopsis sp.",Vain.,,127238
GOMPHILLACEAE,"Asterothyrium sp.","Müll. Arg.",,51894
GOMPHILLACEAE,"Aulaxina sp.",Fée,,51876
GOMPHILLACEAE,"Caleniopsis sp.","Vězda & Poelt",,137304
GOMPHILLACEAE,"Diploschistella sp.",Vain.,,126010
GOMPHILLACEAE,"Echinoplaca sp.",Fée,,51878
GOMPHILLACEAE,"Ferraroa sp.","Lücking, Sérus. & Vězda",,261668
GOMPHILLACEAE,"Gomphillus sp.",Nyl.,,51879
GOMPHILLACEAE,"Gyalectidium sp.","Müll. Arg.",,51880
GOMPHILLACEAE,"Gyalidea sp.","Lettau ex Vězda",,52192
GOMPHILLACEAE,"Gyalideopsis sp.",Vězda,,51881
GOMPHILLACEAE,"Hippocrepidea sp.",Sérus.,,261577
GOMPHILLACEAE,"Jamesiella sp.","Lücking, Sérus. & Vězda",,127170
GOMPHILLACEAE,"Lithogyalideopsis sp.","Lücking, Sérus. & Vězda",,262450
GOMPHILLACEAE,"Paratricharia sp.",Lücking,,166599
GOMPHILLACEAE,"Phyllogyalidea sp.",Lücking,,261694
GOMPHILLACEAE,"Psorotheciopsis sp.",Rehm,,176705
GOMPHILLACEAE,"Rolueckia sp.","Papong, Thammath. & Boonpr.",,180154
GOMPHILLACEAE,"Rubrotricha sp.","Lücking, Sérus. & Vězda",,261699
GOMPHILLACEAE,"Tricharia sp.",Fée,,51883
GRAPHIDACEAE,"Acanthothecis sp.",Clem.,,124669
GRAPHIDACEAE,"Acanthotrema sp.",Frisch,,128703
GRAPHIDACEAE,"Aggregatorygma sp.","M. Cáceres, Aptroot & Lücking",,262458
GRAPHIDACEAE,"Amazonotrema sp.","Kalb & Lücking",,261482
GRAPHIDACEAE,"Ampliotrema sp.","Kalb ex Kalb",,130069
GRAPHIDACEAE,"Anomalographis sp.",Kalb,,130416
GRAPHIDACEAE,"Anomomorpha sp.","Nyl. ex Hue",,124671
GRAPHIDACEAE,"Asteristion sp.",Leight.,,132829
GRAPHIDACEAE,"Astrochapsa sp.","Parnmen, Lücking & Lumbsch",,262459
GRAPHIDACEAE,"Austrotrema sp.","I. Medeiros, Lücking & Lumbsch",,262460
GRAPHIDACEAE,"Borinquenotrema sp.","Merc.-Díaz, Lücking & Parnmen",,262461
GRAPHIDACEAE,"Byssotrema sp.","M. Cáceres, Aptroot & Lücking",,262462
GRAPHIDACEAE,"Carbacanthographis sp.","Staiger & Kalb",,124685
GRAPHIDACEAE,"Chapsa sp.","A. Massal.",,124688
GRAPHIDACEAE,"Chroodiscus sp.","(Müll. Arg.) Müll. Arg.",,126276
GRAPHIDACEAE,"Clandestinotrema sp.","Rivas Plata, Lücking & Lumbsch",,128372
GRAPHIDACEAE,"Compositrema sp.","Rivas Plata, Lücking & Lumbsch",,262463
GRAPHIDACEAE,"Corticorygma sp.","M. Cáceres, S.C. Feuerst., Aptroot & Lücking",,262464
GRAPHIDACEAE,"Creographa sp.","A. Massal.",,143734
GRAPHIDACEAE,"Cruentotrema sp.","Rivas Plata, Papong, Lumbsch & Lücking",,258410
GRAPHIDACEAE,"Crutarndina sp.","Parnmen, Lücking & Lumbsch",,262465
GRAPHIDACEAE,"Diaphorographis sp.","A.W. Archer",,262466
GRAPHIDACEAE,"Diorygma sp.",Eschw.,,124701
GRAPHIDACEAE,"Diploschistes sp.",Norman,,51895
GRAPHIDACEAE,"Dyplolabia sp.","A. Massal.",,124704
GRAPHIDACEAE,"Enigmotrema sp.",Lücking,,262456
GRAPHIDACEAE,"Fibrillithecis sp.",Frisch,,124711
GRAPHIDACEAE,"Fissurina sp.",Fée,,124712
GRAPHIDACEAE,"Flegographa sp.","A. Massal.",,262467
GRAPHIDACEAE,"Gintarasia sp.","Kraichak, Lücking & Lumbsch",,262487
GRAPHIDACEAE,"Glaucotrema sp.","Rivas Plata & Lumbsch",,256953
GRAPHIDACEAE,"Glyphis sp.",Ach.,,51884
GRAPHIDACEAE,"Graphis sp.",Adans.,,51886
GRAPHIDACEAE,"Gymnographopsis sp.","C.W. Dodge",,148895
GRAPHIDACEAE,"Gyrotrema sp.",Frisch,,149097
GRAPHIDACEAE,"Halegrapha sp.","Rivas Plata & Lücking",,127509
GRAPHIDACEAE,"Heiomasia sp.","Nelsen, Lücking & Rivas Plata",,127511
GRAPHIDACEAE,"Hemithecium sp.",Trevis.,,149281
GRAPHIDACEAE,"Kalbographa sp.",Lücking,,150280
GRAPHIDACEAE,"Leiorreuma sp.",Eschw.,,124732
GRAPHIDACEAE,"Leucodecton sp.","A. Massal.",,124736
GRAPHIDACEAE,"Malmographina sp.","M. Cáceres, Rivas Plata & Lücking",,258529
GRAPHIDACEAE,"Mangoldia sp.","Lücking, Parnmen & Lumbsch",,262489
GRAPHIDACEAE,"Melanotopelia sp.","Lumbsch & Mangold",,161388
GRAPHIDACEAE,"Melanotrema sp.",Frisch,,124748
GRAPHIDACEAE,"Myriotrema sp.",Fée,,51896
GRAPHIDACEAE,"Nadvornikia sp.",Tibell,,51897
GRAPHIDACEAE,"Nitidochapsa sp.","Parnmen, Lücking & Lumbsch",,258552
GRAPHIDACEAE,"Ocellularia sp.","G. Mey.",,51898
GRAPHIDACEAE,"Pallidogramme sp.","Staiger, Kalb & Lücking",,257747
GRAPHIDACEAE,"Paratopeliopsis sp.","Mercado-Díaz, Lücking & Parnmen",,262491
GRAPHIDACEAE,"Phaeographis sp.","Müll. Arg.",,51891
GRAPHIDACEAE,"Phaeographopsis sp.",Sipman,,128370
GRAPHIDACEAE,"Platygramme sp.",Fée,,124774
GRAPHIDACEAE,"Platythecium sp.",Staiger,,124775
GRAPHIDACEAE,"Pliariona sp.","A. Massal.",,174595
GRAPHIDACEAE,"Polistroma sp.",Clemente,,174605
GRAPHIDACEAE,"Pseudochapsa sp.","Parnmen, Lücking & Lumbsch",,262492
GRAPHIDACEAE,"Pseudoramonia sp.","Kantvilas & Vězda",,176313
GRAPHIDACEAE,"Pseudotopeliopsis sp.","Parnmen, Lücking & Lumbsch",,262493
GRAPHIDACEAE,"Pycnotrema sp.","Rivas Plata & Lücking",,128381
GRAPHIDACEAE,"Redingeria sp.",Frisch,,178669
GRAPHIDACEAE,"Redonographa sp.","Lücking, Tehler & Lumbsch",,261754
GRAPHIDACEAE,"Reimnitzia sp.",Kalb,,124782
GRAPHIDACEAE,"Rhabdodiscus sp.",Vain.,,178734
GRAPHIDACEAE,"Sanguinotrema sp.",Lücking,,257371
GRAPHIDACEAE,"Sarcographa sp.",Fée,,51892
GRAPHIDACEAE,"Sarcographina sp.","Müll. Arg.",,180469
GRAPHIDACEAE,"Schistophoron sp.",Stirt.,,180754
GRAPHIDACEAE,"Schizotrema sp.","Mangold & Lumbsch",,258630
GRAPHIDACEAE,"Stegobolus sp.",Mont.,,124797
GRAPHIDACEAE,"Thalloloma sp.",Trevis.,,127122
GRAPHIDACEAE,"Thecaria sp.",Fée,,124804
GRAPHIDACEAE,"Thecographa sp.","A. Massal.",,186389
GRAPHIDACEAE,"Thelotrema sp.",Ach.,,51899
GRAPHIDACEAE,"Topeliopsis sp.","Kantvilas & Vězda",,124808
GRAPHIDACEAE,"Wirthiotrema sp.","Rivas Plata, Kalb, Frisch & Lumbsch",,258110
GRAPHIDACEAE,"Xalocoa sp.","Kraichak, Lücking & Lumbsch",,261363
GYALECTACEAE,"Cryptolechia sp.","A. Massal.",,51903
GYALECTACEAE,"Gyalecta sp.",Ach.,,51905
GYALECTACEAE,"Ramonia sp.",Stizenb.,,51907
GYALECTACEAE,"Semigyalecta sp.",Vain.,,181025
GYPSOPLACACEAE,"Gypsoplaca sp.",Timdal,,51969
HAEMATOMMATACEAE,"Haematomma sp.","A. Massal.",,51970
HARPIDIACEAE,"Euopsis sp.",Nyl.,,52148
HARPIDIACEAE,"Harpidium sp.",Körb.,,51806
HELOCARPACEAE,"Helocarpon sp.",Fr.,,52009
HYGROPHORACEAE,"Acantholichen sp.","P.M. Jørg.",,257560
HYGROPHORACEAE,"Arrhenia sp.",Fr.,,124672
HYGROPHORACEAE,"Cora sp.",Fr.,,63895
HYGROPHORACEAE,"Corella sp.",Vain.,,257562
HYGROPHORACEAE,"Cyphellostereum sp.","D.A. Reid",,235349
HYGROPHORACEAE,"Dictyonema sp.","C. Agardh ex Kunth",,52276
HYGROPHORACEAE,"Lichenomphalia sp.","Redhead, Lutzoni, Moncalvo & Vilgalys",,124738
HYGROPHORACEAE,"Semiomphalina sp.",Redhead,,262075
ICMADOPHILACEAE,"Chirleja sp.","Lendemer & B.P. Hodk.",,262534
ICMADOPHILACEAE,"Dibaeis sp.",Clem.,,52142
ICMADOPHILACEAE,"Endocena sp.",Cromb.,,126282
ICMADOPHILACEAE,"Icmadophila sp.",Trevis.,,52143
ICMADOPHILACEAE,"Pseudobaeomyces sp.","M. Satì",,175916
ICMADOPHILACEAE,"Siphula sp.",Fr.,,101443
ICMADOPHILACEAE,"Siphulella sp.","Kantvilas, Elix & P. James",,258735
ICMADOPHILACEAE,"Thamnolia sp.","Ach. ex Schaerer",,103279
KOERBERIACEAE,"Koerberia sp.","A. Massal.",,52211
KOERBERIACEAE,"Steinera sp.",Zahlbr.,,126194
KOERBERIACEAE,"Tingiopsidium sp.",Werner,,187520
LECANOGRAPHACEAE,"Alyxoria sp.",Ach.,,128285
LECANOGRAPHACEAE,"Heterocyphelium sp.",Vain.,,86646
LECANOGRAPHACEAE,"Lecanographa sp.","Egea & Torrente",,52179
LECANOGRAPHACEAE,"Plectocarpon sp.",Fée,,52184
LECANOGRAPHACEAE,"Zwackhia sp.",Körb.,,128361
LECANORACEAE,"Ameliella sp.","Fryday & Coppins",,256927
LECANORACEAE,"Bryodina sp.",Hafellner,,135782
LECANORACEAE,"Bryonora sp.",Poelt,,51983
LECANORACEAE,"Cladidium sp.",Hafellner,,51985
LECANORACEAE,"Claurouxia sp.","D. Hawksw.",,127130
LECANORACEAE,"Clauzadeana sp.","Cl. Roux",,51986
LECANORACEAE,"Edrudia sp.","W.P. Jordan",,51987
LECANORACEAE,"Japewiella sp.",Printzen,,52001
LECANORACEAE,"Lecanora sp.",Ach.,,51988
LECANORACEAE,"Lecidella sp.",Körb.,,51989
LECANORACEAE,"Miriquidica sp.","Hertel & Rambold",,51991
LECANORACEAE,"Myriolecis sp.",Clements,,162994
LECANORACEAE,"Myriolecis sambuci","(Pers.) Clem.",,208266
LECANORACEAE,"Palicella sp.","Rodr. Flakus & Printzen",,256962
LECANORACEAE,"Protoparmeliopsis sp.","M. Choisy",,67671
LECANORACEAE,"Psorinia sp.","Gotth. Schneid.",,51996
LECANORACEAE,"Punctonora sp.",Aptroot,,262358
LECANORACEAE,"Pyrrhospora sp.",Körb.,,51997
LECANORACEAE,"Rhizoplaca sp.",Zopf,,51998
LECANORACEAE,"Sagema sp.","Poelt & Grube",,262359
LECANORACEAE,"Sedelnikovaea sp.","S.Y. Kondr., M.H. Jeong & Hur",,262360
LECANORACEAE,"Traponora sp.",Aptroot,,262349
LECANORACEAE,"Vainionora sp.",Kalb,,124813
LECANORALES_FAMILY_INCERTAE_SEDIS,"Coronoplectrum sp.",Brusse,,257854
LECANORALES_FAMILY_INCERTAE_SEDIS,"Joergensenia sp.","Passo, Stenroos & Calvelo",,262401
LECANORALES_FAMILY_INCERTAE_SEDIS,"Myochroidea sp.","Printzen, T. Sprib. & Tønsberg",,127365
LECANORALES_FAMILY_INCERTAE_SEDIS,"Neopsoromopsis sp.",Gyeln.,,164238
LECANORALES_FAMILY_INCERTAE_SEDIS,"Psoromella sp.",Gyeln.,,176700
LECANORALES_FAMILY_INCERTAE_SEDIS,"Puttea sp.","S. Stenroos & Huhtinen",,127601
LECANORALES_FAMILY_INCERTAE_SEDIS,"Ramalea sp.",Nyl.,,177850
LECANOROMYCETES_FAMILY_INCERTAE_SEDIS,"Argopsis sp.","Th. Fr.",,126272
